researchproblem,researchproblemLabel,paperCount
http://orkg.org/orkg/resource/R75705,Green pH indicators,3
http://orkg.org/orkg/resource/R76088,Pairwise commonsense statement validation,3
http://orkg.org/orkg/resource/R50405,acute lymphoblastic leukemia (ALL),3
http://orkg.org/orkg/resource/R122129,Semantic Textual Similarity,3
http://orkg.org/orkg/resource/R30538,Social Engineering Attacks,3
http://orkg.org/orkg/resource/R146680,Analyse and monitoring of sports person health,3
http://orkg.org/orkg/resource/R68767,Adipinsäure,3
http://orkg.org/orkg/resource/R129215,Multi-hop Question Answering,3
http://orkg.org/orkg/resource/R110506,Analyzed the factors for Pressure Diuresis and Pressure Natriuresis,3
http://orkg.org/orkg/resource/R152823,Short text entity linking,3
http://orkg.org/orkg/resource/R122863,Entity Linking,3
http://orkg.org/orkg/resource/R109057,Linked Data Publishing,3
http://orkg.org/orkg/resource/R76151,bullying,3
http://orkg.org/orkg/resource/R125063,Graph Representation Learning,3
http://orkg.org/orkg/resource/R38492,Protein energy landscape mapping,3
http://orkg.org/orkg/resource/R111053,Bread composite flour,3
http://orkg.org/orkg/resource/R139589,Smart City communities,3
http://orkg.org/orkg/resource/R44342,Relation extraction,3
http://orkg.org/orkg/resource/R68841,Allylpropyldisulfid,3
http://orkg.org/orkg/resource/R114162,Optical Character Recognition,3
http://orkg.org/orkg/resource/R111004,Determining land use based on mobile call records,3
http://orkg.org/orkg/resource/R50327,Ontology and Knowledge Graph Visualizations,3
http://orkg.org/orkg/resource/R151465,X-ray laser physics,3
http://orkg.org/orkg/resource/R142146,Use of a Computer-Aided Diagnosis System (S-Detect) for the diagnosis of thyroid nodules on ultrasound,3
http://orkg.org/orkg/resource/R109719,Severe nuclear accident,3
http://orkg.org/orkg/resource/R74388,Linked Data Publishing,3
http://orkg.org/orkg/resource/R109084,Learning Analytics,3
http://orkg.org/orkg/resource/R140343,Ontology Population,3
http://orkg.org/orkg/resource/R111132,Gender structure,3
http://orkg.org/orkg/resource/R110446,Social Distance Effects COVID-19 ,3
http://orkg.org/orkg/resource/R68947,Quality assurance,3
http://orkg.org/orkg/resource/R110170,Constitution-Making Process,3
http://orkg.org/orkg/resource/R74494,Data Analysis,3
http://orkg.org/orkg/resource/R74431,Learning Analytics,3
http://orkg.org/orkg/resource/R109742,Thermal resistance of borehole in heat transfer,3
http://orkg.org/orkg/resource/R108595,Student engagement and persistence in massive open online courses (MOOCs).,3
http://orkg.org/orkg/resource/R76404,Unsupervised Lexical Semantic Change Detection,3
http://orkg.org/orkg/resource/R108980,Effect of Abamectin on zebrafish spontaneous movement,3
http://orkg.org/orkg/resource/R76104,Commonsense explanation generation,3
http://orkg.org/orkg/resource/R12065,Assembly line worker assignment and balancing problem,3
http://orkg.org/orkg/resource/R74273,Urban data visualisation,3
http://orkg.org/orkg/resource/R78343,Cucurbit[n]uril immobilization approach,3
http://orkg.org/orkg/resource/R111700,Questions Classification,3
http://orkg.org/orkg/resource/R157539,inferring unstated commonsense presumptions,3
http://orkg.org/orkg/resource/R76100,Multi-choice commonsense explanation,3
http://orkg.org/orkg/resource/R110189,Polyhydroxyalkanoates microbial production conditions ,3
http://orkg.org/orkg/resource/R76426,Corpus linguistics,3
http://orkg.org/orkg/resource/R108238,Spam detection in Twitter,3
http://orkg.org/orkg/resource/R142419,Influence of light deflection during fringe projection measurements of hot objects,3
http://orkg.org/orkg/resource/R78255,An Overview of Water Ontologies,3
http://orkg.org/orkg/resource/R145735,Lifespan of bearings with various material combinations,3
http://orkg.org/orkg/resource/R76403,Lexical Semantic Change detection,3
http://orkg.org/orkg/resource/R5048,RDF,3
http://orkg.org/orkg/resource/R69806,Named Entity Recognition,3
http://orkg.org/orkg/resource/R109595,Biological nitrogen fixation assessment in the Bay of Bengal,3
http://orkg.org/orkg/resource/R41168,assess the impact of COVID-19 by SEIR model predictions,3
http://orkg.org/orkg/resource/R4775,Information Retrieval ,3
http://orkg.org/orkg/resource/R138493,Primary production assessment in the eastern Arabian Sea,3
http://orkg.org/orkg/resource/R157538,commonsense reasoning,3
http://orkg.org/orkg/resource/R109118,Data Analysis,3
http://orkg.org/orkg/resource/R76089,Commonsense statement validation,3
http://orkg.org/orkg/resource/R53072,semantic web technology  ,2
http://orkg.org/orkg/resource/R2083,Data Versioning,2
http://orkg.org/orkg/resource/R36008,scientific relation extraction,2
http://orkg.org/orkg/resource/R69944,Binding affinity to SARS coronavirus 3C-like protease,2
http://orkg.org/orkg/resource/R51377,Identification of antiviral drug candidates against SARS-CoV-2,2
http://orkg.org/orkg/resource/R137320,SPARQL query ,2
http://orkg.org/orkg/resource/R116714,Joint Entity and Relation Extraction,2
http://orkg.org/orkg/resource/R68420,teaching information literacy ,2
http://orkg.org/orkg/resource/R138413,Primary production assessment in the sunlit zone of the Bay of Bengal,2
http://orkg.org/orkg/resource/R48037,"Design, synthesis and crystallographic analysis of inhibitors for the coronavirus",2
http://orkg.org/orkg/resource/R46372,NER,2
http://orkg.org/orkg/resource/R38193,Joint entity and relation extraction,2
http://orkg.org/orkg/resource/R138469,Primary production assessment in the northeastern Arabian Sea,2
http://orkg.org/orkg/resource/R141114,Suistainable index,2
http://orkg.org/orkg/resource/R107652,Data Querying,2
http://orkg.org/orkg/resource/R8221,finding optimal evacuation strategy,2
http://orkg.org/orkg/resource/R111701,Answers Classification,2
http://orkg.org/orkg/resource/R75090,a comprehensive review of knowledge graph,2
http://orkg.org/orkg/resource/R8247,,2
http://orkg.org/orkg/resource/R146977,data-driven predictive control using input-output data,2
http://orkg.org/orkg/resource/R38423,Named Entity Disambiguation,2
http://orkg.org/orkg/resource/R3093,Lung cancer,2
http://orkg.org/orkg/resource/R147644,Domain-specific named entity recognition,2
http://orkg.org/orkg/resource/R151391,X-ray laser physics,2
http://orkg.org/orkg/resource/R108354,How frequently are refactoring operations applied manually versus with automated tools?,2
http://orkg.org/orkg/resource/R110371,The use of silicon carbide films in implantable neural probes,2
http://orkg.org/orkg/resource/R136275,metadata description,2
http://orkg.org/orkg/resource/R117557,Image Generation,2
http://orkg.org/orkg/resource/R8844,comparison of staining effect of uranyl acetate on different structures,2
http://orkg.org/orkg/resource/R145768,Semantic Relation Extraction and Classification,2
http://orkg.org/orkg/resource/R146719,Scientific knowledge graph creation,2
http://orkg.org/orkg/resource/R36009,scientific relation identification,2
http://orkg.org/orkg/resource/R3045,data sorting,2
http://orkg.org/orkg/resource/R149003,Development of open source research software,2
http://orkg.org/orkg/resource/R74475,Social Networks,2
http://orkg.org/orkg/resource/R150601,Chemical named entity annotation,2
http://orkg.org/orkg/resource/R107651,Data Transformation,2
http://orkg.org/orkg/resource/R139594,Brand Personality Detection,2
http://orkg.org/orkg/resource/R111434,Haptic perception,2
http://orkg.org/orkg/resource/R146364,Scientific entity linking,2
http://orkg.org/orkg/resource/R74497,Knowledge Organization,2
http://orkg.org/orkg/resource/R49465,Utilization of pyroglutamate,2
http://orkg.org/orkg/resource/R70023,Inhibition of SARS-CoV PL-pro,2
http://orkg.org/orkg/resource/R4305,providing labour market intelligence through analyzing job vacancies,2
http://orkg.org/orkg/resource/R2090,Data Provenance Tracking,2
http://orkg.org/orkg/resource/R75821,Identifying factors that influence evidence-based decision-making ,2
http://orkg.org/orkg/resource/R146685,Diagnosis of heart sounds,2
http://orkg.org/orkg/resource/R75902,multimodal cyberbullying,2
http://orkg.org/orkg/resource/R56060,Simulation of tropical convection,2
http://orkg.org/orkg/resource/R4439,Finding important Soft Skills in Software Development,2
http://orkg.org/orkg/resource/R122279,Dependency Parsing,2
http://orkg.org/orkg/resource/R120611,Word Sense Disambiguation,2
http://orkg.org/orkg/resource/R50612,Schädigung durch maximale Konzentration von Trikresylphosphat am Arbeitsplatz,2
http://orkg.org/orkg/resource/R77168,Geographic concentration,2
http://orkg.org/orkg/resource/R5001,Data Integration,2
http://orkg.org/orkg/resource/R36007,scientific relation classification,2
http://orkg.org/orkg/resource/R7014,miRNA expression in osteogenesis,2
http://orkg.org/orkg/resource/R50800,Reevaluierung des BAT-Wertes von Aluminium,2
http://orkg.org/orkg/resource/R125963,Document Classification,2
http://orkg.org/orkg/resource/R38165,Geolocation Estimation in Images,2
http://orkg.org/orkg/resource/R51087,"Reevaluation of the MAK value for 1,4-Dioxane",2
http://orkg.org/orkg/resource/R141115,Economy index,2
http://orkg.org/orkg/resource/R109365,What are the human factors that contribute to the security culture of an organization,2
http://orkg.org/orkg/resource/R139595,Brand Consistency Computation,2
http://orkg.org/orkg/resource/R75694,Dietary patterns and obesity,2
http://orkg.org/orkg/resource/R111067,Breast cancer,2
http://orkg.org/orkg/resource/R138355,Primary production assessment in the coastal and central Bay of Bengal,2
http://orkg.org/orkg/resource/R137526,Cervical cancer,2
http://orkg.org/orkg/resource/R109611,National viral hepatitis response,2
http://orkg.org/orkg/resource/R74627,Validating the benefit of videos as a by-product of requirements engineering practices,2
http://orkg.org/orkg/resource/R109626,hepatitis C policies,2
http://orkg.org/orkg/resource/R4106,semantics of form,2
http://orkg.org/orkg/resource/R51414,anti-coronaviral activity of FDA approved drugs against SARS-CoV-2 in vitro and SARS-CoV in vivo,2
http://orkg.org/orkg/resource/R125081,Learning Network Representations,2
http://orkg.org/orkg/resource/R123291,Continuous Control,2
http://orkg.org/orkg/resource/R38564,Face Recognition,2
http://orkg.org/orkg/resource/R150027,Compositional Semantics,2
http://orkg.org/orkg/resource/R139990,What are the reasons for the weak substantiation of cultural heritage in smart city strategies?,2
http://orkg.org/orkg/resource/R109709,Hydrogen Production,2
http://orkg.org/orkg/resource/R52366,Reevaluation of the MAK value for N‐Vinyl‐2‐pyrrolidone,2
http://orkg.org/orkg/resource/R74340,Planning value creation and delivery by city services,2
http://orkg.org/orkg/resource/R109636,hepatitis C health policies,2
http://orkg.org/orkg/resource/R10020,Semantic Data Integration ,2
http://orkg.org/orkg/resource/R128069,Scientific Results Extraction,2
http://orkg.org/orkg/resource/R78341,Improving SPARQL data source selection,2
http://orkg.org/orkg/resource/R68944,DBPedia,2
http://orkg.org/orkg/resource/R4468,Research Data Management,2
http://orkg.org/orkg/resource/R122151,Paraphrase Identification,2
http://orkg.org/orkg/resource/R74591,Analyzing metadata of scholarly events,2
http://orkg.org/orkg/resource/R116310,Part-Of-Speech Tagging,2
http://orkg.org/orkg/resource/R148595,Protein tagging,2
http://orkg.org/orkg/resource/R75804,Scholarly Knowledge Graph Creation from Scholarly Articles,2
http://orkg.org/orkg/resource/R75860,Lack of knowlage on staphylococcus pseudintermedius virulence factors,2
http://orkg.org/orkg/resource/R135759,Selection of research artifacts in software engineering research,2
http://orkg.org/orkg/resource/R126762,Fine-Grained Image Classification,2
http://orkg.org/orkg/resource/R12116,Image retrieval,2
http://orkg.org/orkg/resource/R74403,Domain Classification,2
http://orkg.org/orkg/resource/R129144,Natural Language Understanding,2
http://orkg.org/orkg/resource/R51353,drug repurposing,2
http://orkg.org/orkg/resource/R38477,Semantic annotation for scholarly publications,2
http://orkg.org/orkg/resource/R74227,Smart City's dashboards creation,2
http://orkg.org/orkg/resource/R74997,factors of poverty,2
http://orkg.org/orkg/resource/R46237,Semantic Relation Classification,2
http://orkg.org/orkg/resource/R49506,Document similarity,2
http://orkg.org/orkg/resource/R109210,Constraint validation,2
http://orkg.org/orkg/resource/R124236,Coreference Resolution,2
http://orkg.org/orkg/resource/R78336,Reducing the execution time of a SPARQL query,2
http://orkg.org/orkg/resource/R75901,cyberbullying,2
http://orkg.org/orkg/resource/R2082,Collaborative Data Curation,2
http://orkg.org/orkg/resource/R5049,SPARQL,2
http://orkg.org/orkg/resource/R76329,visitor effect on zoo animals,2
http://orkg.org/orkg/resource/R67635,Description of a procedure for the determination of carbon monoxide in workplace air,2
http://orkg.org/orkg/resource/R146363,Scientific entity resolution,2
http://orkg.org/orkg/resource/R119127,Reading Comprehension,2
http://orkg.org/orkg/resource/R115365,Autonomous Driving,2
http://orkg.org/orkg/resource/R10035,survey format comparison,2
http://orkg.org/orkg/resource/R144125,Ontology learning from taxonomies,2
http://orkg.org/orkg/resource/R4716,named entity recognition fine grained,2
http://orkg.org/orkg/resource/R110870,Rare-earth complexes and their application,2
http://orkg.org/orkg/resource/R74745,Improve recommendations with knowledge graphs,2
http://orkg.org/orkg/resource/R110532,Interpretation of Ezekiel 1-3,2
http://orkg.org/orkg/resource/R109067,Domain Classification,2
http://orkg.org/orkg/resource/R46031,Deepl Learning in 3D face recognition,2
http://orkg.org/orkg/resource/R110418,electric  machines energy efficiency while using on road vehicles powertrain ,2
http://orkg.org/orkg/resource/R136273,ontology creation,2
http://orkg.org/orkg/resource/R74566,Applying videos as a by-product of requirements engineering practices,2
http://orkg.org/orkg/resource/R122341,Environmental Sound Classification,2
http://orkg.org/orkg/resource/R75622,Membrane antimicrobial susceptibility,2
http://orkg.org/orkg/resource/R74489,Digital Repositories,2
http://orkg.org/orkg/resource/R109120,Knowledge Organization,2
http://orkg.org/orkg/resource/R2013,Sorting algorithms,2
http://orkg.org/orkg/resource/R110075,Rehabilitation ,2
http://orkg.org/orkg/resource/R43007,Indoor environmental perception and behaviour,2
http://orkg.org/orkg/resource/R140346,Answering First-Order Logic Queries,2
http://orkg.org/orkg/resource/R122111,Semantic Role Labeling,2
http://orkg.org/orkg/resource/R38435,Knowledge base completion,2
http://orkg.org/orkg/resource/R38460,Web accessibility for visually impaired users,2
http://orkg.org/orkg/resource/R108146,"AVIRIS airborne hyperspectral datasets are used for the identification of carbonates, silicates , mafic cumulates  and  chromitites using various band ratioing algroithms.",2
